trip_distance_id,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,rate_code_name,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,payment_type_name,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
478,2,2016-03-01T01:15:28,2016-03-01T01:15:33,1,2.83,Negotiated fare,40.77265167,-73.95526886,40.77272034,-73.95520782,Credit card,58.5,0,0,11.76,0,0.3,70.56
479,2,2016-03-10T09:24:56,2016-03-10T09:24:58,1,2.25,Negotiated fare,0,0,0,0,Credit card,50,0,0,10.06,0,0.3,60.36
480,2,2016-03-10T13:36:50,2016-03-10T13:37:28,2,1.83,Standard rate,40.81312943,-73.95401001,40.81312943,-73.95401001,Credit card,2.5,0,0.5,0.66,0,0.3,3.96
481,2,2016-03-10T07:47:00,2016-03-10T07:47:27,5,0.78,Standard rate,40.76456833,-73.93688965,40.76454163,-73.93688202,Credit card,2.5,0,0.5,0.66,0,0.3,3.96
482,2,2016-03-10T11:13:23,2016-03-10T11:14:04,1,5.99,Standard rate,40.76473999,-73.93701935,40.76470184,-73.9369812,Credit card,2.5,0,0.5,0.66,0,0.3,3.96
483,2,2016-03-10T07:48:46,2016-03-10T07:49:06,5,4.87,Standard rate,40.76406097,-73.93739319,40.76459122,-73.93675232,Credit card,2.5,0,0.5,0.66,0,0.3,3.96
484,2,2016-03-10T11:21:17,2016-03-10T11:21:42,1,2.47,Standard rate,40.76475143,-73.9371109,40.76486969,-73.93704224,Credit card,2.5,0,0.5,0.66,0,0.3,3.96
485,2,2016-03-10T07:47:00,2016-03-10T07:47:27,5,4.88,Standard rate,40.76456833,-73.93688965,40.76454163,-73.93688202,Dispute,-2.5,0,-0.5,-0.66,0,-0.3,-3.96
486,2,2016-03-10T07:48:46,2016-03-10T07:49:06,5,2.21,Standard rate,40.76406097,-73.93739319,40.76459122,-73.93675232,Dispute,-2.5,0,-0.5,-0.66,0,-0.3,-3.96
487,2,2016-03-01T00:39:30,2016-03-01T00:40:22,2,10.93,JFK,0,0,0,0,Credit card,52,0,0.5,10.56,0,0.3,63.36
488,2,2016-03-10T07:31:53,2016-03-10T07:32:00,3,9.09,JFK,40.71873856,-74.00467682,40.71873856,-74.00467682,Credit card,52,0,0.5,10.56,0,0.3,63.36
489,2,2016-03-10T11:08:05,2016-03-10T11:08:08,1,4.9,JFK,40.64157104,-73.78907013,40.64157104,-73.78909302,Credit card,52,0,0.5,10.56,0,0.3,63.36
490,2,2016-03-01T00:35:57,2016-03-01T00:38:57,5,2.96,JFK,40.7216835,-73.97882843,0,0,Credit card,52,0,0.5,10.56,0,0.3,63.36
491,2,2016-03-10T09:59:48,2016-03-10T09:59:59,1,1.71,JFK,40.6432457,-73.78981781,0,0,Credit card,52,0,0.5,10.56,0,0.3,63.36
492,2,2016-03-01T02:02:40,2016-03-01T02:02:44,6,2.06,JFK,0,0,0,0,Credit card,52,0,0.5,10.56,0,0.3,63.36
493,1,2016-03-01T05:04:45,2016-03-01T05:06:18,1,6.79,JFK,40.6455307,-73.77633667,40.6455307,-73.77633667,Credit card,52,0,0.5,5,10.58,0.3,68.38
494,2,2016-03-10T13:08:04,2016-03-10T13:17:36,6,18.24,Standard rate,40.75130081,-73.97530365,40.73976135,-73.98882294,Credit card,7,0,0.5,1.56,0,0.3,9.36
495,2,2016-03-10T08:15:29,2016-03-10T08:25:20,1,2.6,Standard rate,40.76480484,-73.99176788,40.75376511,-73.98164368,Credit card,7,0,0.5,1.56,0,0.3,9.36
496,2,2016-03-10T12:45:08,2016-03-10T12:45:10,1,12.54,Negotiated fare,0,0,40.78432846,-73.95501709,Credit card,7,0,0.5,1.56,0,0.3,9.36
497,2,2016-03-01T00:39:33,2016-03-01T00:39:35,1,4.23,Negotiated fare,0,0,0,0,Credit card,7,0,0.5,1.56,0,0.3,9.36
498,2,2016-03-10T09:41:50,2016-03-10T09:51:15,5,1.77,Standard rate,40.74411011,-74.00679016,40.74776077,-73.98930359,Credit card,7,0,0.5,1.56,0,0.3,9.36
499,2,2016-03-10T11:53:47,2016-03-10T12:03:26,1,10.26,Standard rate,40.76361084,-73.97692871,40.75774002,-73.97361755,Credit card,7,0,0.5,1.56,0,0.3,9.36
